College of Pharmacy Building,BPC,38.033179,-84.507103,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0596,buildings,,,
College of Public Health Building,,38.035571,-84.50705,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0003,buildings,,,
Commerce Building,BE,38.03779,-84.506445,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0034,buildings,,,
Commonwealth Stadium,,38.022233,-84.50563,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0222,buildings,,,
Complex Commons Building,CC,38.028797,-84.502546,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0147,buildings,,,
Concert Hall,SCFA,38.037758,-84.501121,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0241,buildings,,,
Cooper Building,TPC,38.032798,-84.505863,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0073,buildings,,,
Cooper House,CH,38.027193,-84.510398,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0094,buildings,,,
CRMS Building,RMB,38.037004,-84.505563,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0108,buildings,,,
Dairy Products Building,TPC,38.032798,-84.505863,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0073,buildings,,,
Davis Marksbury Building,,38.039162,-84.498355,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0633,buildings,,,
Dental Science Building,DSC,38.031317,-84.506307,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0297,buildings,,,
Digital Village 1,,38.039811,-84.497903,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0495,buildings,,,
Digital Village 2,,38.039162,-84.498355,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0633,buildings,,,
Dimock Animal Pathology Building,AP,38.031315,-84.505339,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0076,buildings,,,
E. S. Good Barn,ESGB,38.024802,-84.50814,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0097,buildings,,,
Ellen H. Richards House,,38.036697,-84.508721,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0400,buildings,,,
Emergency Management,,38.029926,-84.498,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0353,buildings,,,
Engineering Annex,ML,38.037113,-84.504289,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0097,buildings,,,
Engineering Quadrangle,AQ,38.037397,-84.505062,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0097,buildings,,,
Enoch Grehan Journalism Building,EGJ,38.036752,-84.504561,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0042,buildings,,,
Environmental Health and Safety,,38.040154,-84.498027,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0314,buildings,,,
Environmental Quality Management Center,,38.027704,-84.508068,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0490,buildings,,,
Erikson Hall,EH,38.036364,-84.506447,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0050,buildings,,,
Ezra Gillis Building,GB,38.038551,-84.505439,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0033,buildings,,,
F. Paul Anderson Tower,FPAT,38.037492,-84.505618,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0046,buildings,,,
Faculty Club,,38.035315,-84.502836,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0014,buildings,,,
Fine Arts Building,FA,38.036901,-84.501962,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0022,buildings,,,
Fine Arts Library,LCLI,38.037204,-84.502998,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0224,library,,,
Forestry Building,TPC,38.032798,-84.505863,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0073,buildings,,,
Frank D. Peterson Service Building,,38.040659,-84.505751,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0005,buildings,,,
Frazee Hall,FH,38.040049,-84.504153,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0031,buildings,,,
Funkhouser Building,FB,38.035734,-84.505684,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0054,buildings,,,
Gatton Business and Economics Building,BE,38.03779,-84.506445,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0034,buildings,,,
German House,MKH,38.040942,-84.49901,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0345,buildings,,,
Gillis Building,GB,38.038551,-84.505439,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0033,buildings,,,
Gillis Hall,GB,38.038551,-84.505439,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0033,buildings,,,
Gluck Equine Research Center,GERC,38.025272,-84.51079,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0099,buildings,,,
Grand Ballroom,SC,38.040189,-84.50363,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0030,buildings,,,
Grehan Building,EGJ,38.036752,-84.504561,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0042,buildings,,,
Hagan Baseball Stadium,,38.028101,-84.49899,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0283,buildings,,,
Hardymon Building,,38.039811,-84.497903,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0495,buildings,,,
Health Sciences Learning Center,CN,38.032638,-84.507766,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0232,buildings,,,
Health Sciences Research Building,HSRE,38.030666,-84.506043,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0305,buildings,,,
Hilary J. Boone Center,,38.035315,-84.502836,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0014,buildings,,,
Hilary J. Boone Tennis Center,,38.026679,-84.502964,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0213,buildings,,,
HSLC,CN,38.032638,-84.507766,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0232,buildings,,,
HSRB,HSRE,38.030666,-84.506043,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0305,buildings,,,
Insectary and Conservatory,,38.034758,-84.50624,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0062,buildings,,,
James F. Hardymon Building,,38.039811,-84.497903,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0495,buildings,,,
James W. Stuckert Career Center,JWST,38.037145,-84.500219,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0494,buildings,,,
Jessie Harris Psychology Services Center,,38.036332,-84.508987,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0351,buildings,,,
Joe B. Hall Wildcat Lodge,,38.03898,-84.499269,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0242,buildings,,,
Joe Craft Center,,38.03983,-84.500132,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0604,buildings,,,
Johnson Student Recreation Center,,38.027695,-84.503876,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0220,buildings,,,
Johnson Center,JC,38.027695,-84.503876,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0220,buildings,,,
K-Lair Grill and Food Storage Building,,38.032906,-84.503821,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0071,buildings,,,
Kastle Hall,KAS,38.036064,-84.504913,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0044,buildings,,,
Kelley Hall,,38.03138,-84.504767,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0075,buildings,,,
Kennedy's Wildcat Den,,38.041515,-84.504298,http://www.kennedys.com,buildings,,,
Kentucky Clinic,,38.033719,-84.508066,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0284,buildings,,,
Kentucky Tobacco Research and Development Center,,38.025675,-84.507155,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0236,buildings,,,
Kinkead Hall,KH,38.034968,-84.504808,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0057,buildings,,,
Koinonia House,,38.036913,-84.500547,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0433,buildings,,,
Lafferty Hall,L,38.037602,-84.503314,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0024,buildings,,,
Lancaster Aquatic Center,LAC,38.028588,-84.504076,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0212,buildings,,,
Law Building,LAW,38.036442,-84.507226,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0048,buildings,,,
Learning Services,,38.035967,-84.507767,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0417,buildings,,,
Legal Clinic,,38.036697,-84.508721,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0400,buildings,,,
Lexington Theological Seminary,,38.037279,-84.508922,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+A004,buildings,,,
Ligon House,,38.036111,-84.507656,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0442,buildings,,,
Lucille C. Little Fine Arts Library,LCLI,38.037204,-84.502998,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0224,library,,,
MacAdam Student Observatory,,38.033982,-84.503873,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0618,buildings,,,
Main Building,MAIN,38.03891,-84.504899,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0032,buildings,,,
Margaret I. King Library,KL,38.036813,-84.503536,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0039,library,,,
Mathews Building,MAT,38.037537,-84.506857,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0047,buildings,,,
Mathews Garden,,38.035826,-84.507523,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+P001,buildings,,,
Mathews House,,38.035967,-84.507767,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0417,buildings,,,
Max Kade House and Cultural Center,MKH,38.040942,-84.49901,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0345,buildings,,,
Maxwell Place,,38.036142,-84.5031,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0040,buildings,,,
McVey Hall,MCV,38.036476,-84.5052,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0045,buildings,,,
Mechanical Engineering Building,RGAN,38.037622,-84.504875,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0503,buildings,,,
Medical Behavioral Science Building,COMB,38.030127,-84.5053,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0086,buildings,,,
Medical Center,MDC,38.029135,-84.507029,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0084,buildings,,,
Medical Center Annex 5,,38.030758,-84.505028,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0078,buildings,,,
Medical Center PPD,,38.03138,-84.504767,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0075,buildings,,,
Medical Science Building,MN,38.030127,-84.5053,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0298,buildings,,,
Memorial Coliseum,MC,38.039339,-84.500424,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0019,buildings,,,
Memorial Hall,MEH,38.036859,-84.506447,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0049,buildings,,,
Men's Basketball Dorm,,38.03898,-84.499269,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0644,buildings,,,
Mersack/Leavell Building,,38.033231,-84.509971,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0517,buildings,,,
Metal Arts Building,MAB,38.041962,-84.508107,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0207,buildings,,,
Meter Test Building,,38.030281,-84.498397,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0506,buildings,,,
Mineral Industries Building,MIIN,38.036143,-84.507021,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0051,buildings,,,
Mining and Mineral Research Building,MMRB,38.034837,-84.503392,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0107,buildings,,,
Mining Laboratory,ML,38.037113,-84.504289,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0038,buildings,,,
Morgan Building,BS,38.033972,-84.505965,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0225,buildings,,,
Multidisciplinary Research Lab 3,,38.034486,-84.507717,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0216,buildings,,,
Multidisciplinary Science Building,MDS,38.033179,-84.507103,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0082,buildings,,,
Newman Center,,38.035865,-84.500431,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+A002,buildings,,,
Nursery,WASH,38.035102,-84.505582,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0060,buildings,,,
Nursing and Health Sciences Building,CN,38.032638,-84.507766,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0232,buildings,,,
Nutter Football Training Facility,NFTF,38.026849,-84.500543,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0277,buildings,,,
Old College of Pharmacy Building,MDS,38.033179,-84.507103,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0082,buildings,,,
Old Pharmacy Building,SRB,38.035371,-84.506365,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0053,buildings,,,
Oliver H. Raymond Civil Engineering Building,OHR,38.037174,-84.505259,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0281,buildings,,,
Opera Cottage,,38.036691,-84.500391,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0377,buildings,,,
Outreach Center for Health and Science Opportunities,,38.030752,-84.505068,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0078,buildings,,,
Patterson Office Tower,POT,38.038649,-84.504268,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0027,buildings,,,
Pence Hall,PEN,38.036581,-84.504068,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0041,buildings,,,
Peter P. Bosomworth Health Sciences Research Building,HSRE,38.030666,-84.506043,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0305,buildings,,,
Plant Science Building,,38.026509,-84.508773,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0312,buildings,,,
Police Station,,38.037692,-84.499348,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0023,buildings,,,
Poundstone Regulatory Services Building,,38.020715,-84.50949,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0275,buildings,,,
Ralph G. Anderson Building,RGAN,38.037622,-84.504875,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0503,buildings,,,
Rasdall Gallery,SC,38.040189,-84.50363,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0030,buildings,,,
Raymond Barnhart Gallery,,38.042048,-84.508824,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0101,buildings,,,
Raymond F. Betts House,GCH2,38.04055,-84.49856,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0344,buildings,,,
Recital Hall,SCFA,38.037758,-84.501121,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0241,buildings,,,
Regulatory Services,,38.020715,-84.50949,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0275,buildings,,,
Research Facility 1,,38.035566,-84.507021,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0003,buildings,,,
Richards House,,38.036697,-84.508721,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0400,buildings,,,
Robert Straus Behavioral Research Building,,38.030281,-84.498397,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0506,buildings,,,
Robotics Building,RMB,38.037004,-84.505563,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0108,buildings,,,
Rupp Arena,,38.049496,-84.502377,http://www.rupparena.com,buildings,,,
"S. J. ""Sam"" Whalen Building",TRB,38.038639,-84.507512,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0043,buildings,,,
Safety and Security Building,,38.037692,-84.499348,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0023,buildings,,,
Sanders - Brown Center on Aging,SBCA,38.032935,-84.508648,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0230,buildings,,,
Schmidt Vocal Arts Center,,38.036913,-84.500547,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0433,buildings,,,
School Psychology Clinic,,38.036595,-84.509446,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0349,buildings,,,
Scott Street Building,SSB,38.039719,-84.507676,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0002,buildings,,,
Scovell Hall,AES,38.034973,-84.507231,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0064,buildings,,,
Seaton Center,SB,38.028106,-84.504543,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0219,buildings,,,
Seay Auditorium,AGN,38.028815,-84.509269,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0091,buildings,,,
Seed House,,38.028668,-84.508247,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0092,buildings,,,
Service Building,,38.040659,-84.505751,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0005,buildings,,,
Shively Sports Center,SPC,38.027065,-84.500065,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0113,buildings,,,
Shively Track and Field Stadium,,38.028417,-84.497668,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0074,buildings,,,
Singletary Center for the Arts,SCFA,38.037807,-84.501161,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0241,buildings,,,
Slone Research Building,SRB,38.035371,-84.506365,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0053,buildings,,,
Small Animal Lab,,38.034002,-84.506632,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0485,buildings,,,
Softball and Soccer Locker Room,,38.017799,-84.499787,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0485,buildings,,,
Softball Stadium,,38.017482,-84.499771,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0485,buildings,,,
Stadium - Boone Tennis,,38.026817,-84.50212,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0485,buildings,,,
Stadium - Commonwealth,,38.022233,-84.50563,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0485,buildings,,,
Stadium - Hagan Baseball,,38.028101,-84.49899,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0283,buildings,,,
Stadium - Shively Track and Field,,38.028417,-84.497668,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0074,buildings,,,
Stoll Field,,38.03867,-84.502121,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+P021,buildings,,,
Stuckert Career Center,JWST,38.037145,-84.500219,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0494,buildings,,,
Student Center,SC,38.040189,-84.50363,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0030,buildings,,,
